,Name,Full Path,Complexity,Amount of changes,Complexity Trend
public/emoji/1f31c.svg,1f31c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f31c.svg,1.0,0,
public/emoji/1f4a4.svg,1f4a4.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4a4.svg,1.0,0,
public/emoji/1f301.svg,1f301.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f301.svg,1.0,0,
public/emoji/1f467.svg,1f467.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f467.svg,1.0,0,
public/emoji/2754.svg,2754.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/2754.svg,1.0,0,
public/emoji/1f473.svg,1f473.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f473.svg,1.0,0,
public/emoji/1f315.svg,1f315.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f315.svg,1.0,0,
public/emoji/1f4b8.svg,1f4b8.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4b8.svg,1.0,0,
public/emoji/1f4ab.svg,1f4ab.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4ab.svg,1.0,0,
public/emoji/1f472.svg,1f472.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f472.svg,1.0,0,
public/emoji/1f1e6-1f1f2.svg,1f1e6-1f1f2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e6-1f1f2.svg,1.0,0,
public/emoji/2755.svg,2755.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/2755.svg,1.0,0,
public/emoji/1f4ac.svg,1f4ac.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4ac.svg,1.0,0,
public/emoji/1f4b9.svg,1f4b9.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4b9.svg,1.0,0,
public/emoji/1f314.svg,1f314.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f314.svg,1.0,0,
public/emoji/1f300.svg,1f300.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f300.svg,1.0,0,
public/emoji/1f469-1f3fc-200d-1f3ed.svg,1f469-1f3fc-200d-1f3ed.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fc-200d-1f3ed.svg,1.0,0,
public/emoji/1f1f8-1f1f7.svg,1f1f8-1f1f7.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1f8-1f1f7.svg,1.0,0,
public/emoji/1f6c0-1f3ff.svg,1f6c0-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6c0-1f3ff.svg,1.0,0,
public/emoji/1f466.svg,1f466.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f466.svg,1.0,0,
public/emoji/1f3fa.svg,1f3fa.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3fa.svg,1.0,0,
public/emoji/1f47d.svg,1f47d.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f47d.svg,1.0,0,
public/emoji/1f9d1-1f3ff-200d-1f3ed.svg,1f9d1-1f3ff-200d-1f3ed.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3ff-200d-1f3ed.svg,1.0,0,
public/emoji/1f1e6-1f1fd.svg,1f1e6-1f1fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e6-1f1fd.svg,1.0,0,
public/emoji/1f4a5.svg,1f4a5.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4a5.svg,1.0,0,
public/emoji/1f31b.svg,1f31b.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f31b.svg,1.0,0,
public/emoji/1f328.svg,1f328.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f328.svg,1.0,0,
public/emoji/1f469-1f3fe-200d-2708-fe0f.svg,1f469-1f3fe-200d-2708-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fe-200d-2708-fe0f.svg,1.0,0,
public/emoji/1f485-1f3fe.svg,1f485-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f485-1f3fe.svg,1.0,0,
public/emoji/1f30f.svg,1f30f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f30f.svg,1.0,0,
public/emoji/1f3f7.svg,1f3f7.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3f7.svg,1.0,0,
public/emoji/1f47c-1f3fb.svg,1f47c-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f47c-1f3fb.svg,1.0,0,
public/emoji/2796.svg,2796.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/2796.svg,1.0,0,
public/emoji/1f64e-1f3fb.svg,1f64e-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f64e-1f3fb.svg,1.0,0,
public/emoji/1f983_border.svg,1f983_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f983_border.svg,19.0,0,
public/emoji/1f486-1f3fc-200d-2642-fe0f.svg,1f486-1f3fc-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f486-1f3fc-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f499.svg,1f499.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f499.svg,1.0,0,
public/emoji/1f6aa.svg,1f6aa.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6aa.svg,1.0,0,
public/emoji/1fa9d.svg,1fa9d.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa9d.svg,1.0,0,
public/emoji/1f1e9.svg,1f1e9.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e9.svg,1.0,0,
public/emoji/1f1fc.svg,1f1fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1fc.svg,1.0,0,
public/emoji/1f468-200d-1f9bc.svg,1f468-200d-1f9bc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-200d-1f9bc.svg,1.0,0,
public/emoji/25c0.svg,25c0.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/25c0.svg,1.0,0,
public/emoji/1f6a7.svg,1f6a7.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6a7.svg,1.0,0,
public/emoji/1fa92.svg,1fa92.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa92.svg,1.0,0,
public/emoji/1f46e-1f3fe-200d-2642-fe0f.svg,1f46e-1f3fe-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f46e-1f3fe-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f477-1f3fb-200d-2640-fe0f.svg,1f477-1f3fb-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f477-1f3fb-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f1f5.svg,1f1f5.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1f5.svg,1.0,0,
public/emoji/1fa86.svg,1fa86.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa86.svg,1.0,0,
public/emoji/1f926-1f3fd-200d-2640-fe0f.svg,1f926-1f3fd-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f926-1f3fd-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f93d-1f3fc-200d-2642-fe0f.svg,1f93d-1f3fc-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93d-1f3fc-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f1e8-1f1ec.svg,1f1e8-1f1ec.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1e8-1f1ec.svg,1.0,0,
public/emoji/1f468-1f3ff-200d-1f4bc.svg,1f468-1f3ff-200d-1f4bc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3ff-200d-1f4bc.svg,1.0,0,
public/emoji/1f64e-1f3ff-200d-2640-fe0f.svg,1f64e-1f3ff-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f64e-1f3ff-200d-2640-fe0f.svg,1.0,0,
public/emoji/1fa79.svg,1fa79.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fa79.svg,1.0,0,
public/emoji/1fab2.svg,1fab2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1fab2.svg,1.0,0,
public/emoji/1f469-1f3fc-200d-1f692.svg,1f469-1f3fc-200d-1f692.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fc-200d-1f692.svg,1.0,0,
public/emoji/1f64e-200d-2640-fe0f.svg,1f64e-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f64e-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f91b-1f3fb.svg,1f91b-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f91b-1f3fb.svg,1.0,0,
public/emoji/1f9d1-1f3ff-200d-1f692.svg,1f9d1-1f3ff-200d-1f692.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3ff-200d-1f692.svg,1.0,0,
public/emoji/1f9d1-1f3fe-200d-1f3a8.svg,1f9d1-1f3fe-200d-1f3a8.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fe-200d-1f3a8.svg,1.0,0,
public/emoji/270d-1f3fb.svg,270d-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/270d-1f3fb.svg,1.0,0,
public/emoji/1f468-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,1f468-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,1.0,0,
public/emoji/1f934-1f3ff.svg,1f934-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f934-1f3ff.svg,1.0,0,
public/emoji/1f1ea-1f1f7.svg,1f1ea-1f1f7.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1ea-1f1f7.svg,1.0,0,
public/emoji/1f4a8_border.svg,1f4a8_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f4a8_border.svg,7.0,0,
public/emoji/1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.svg,1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.svg,1.0,0,
public/emoji/1f90f-1f3fb.svg,1f90f-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f90f-1f3fb.svg,1.0,0,
public/emoji/1f469-200d-2695-fe0f.svg,1f469-200d-2695-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-200d-2695-fe0f.svg,1.0,0,
public/emoji/1f647-1f3fd-200d-2640-fe0f.svg,1f647-1f3fd-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f647-1f3fd-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f1ea-1f1fa.svg,1f1ea-1f1fa.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1ea-1f1fa.svg,1.0,0,
public/emoji/1f469-1f3fb-200d-1f4bb.svg,1f469-1f3fb-200d-1f4bb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fb-200d-1f4bb.svg,1.0,0,
public/emoji/1f64c-1f3fe.svg,1f64c-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f64c-1f3fe.svg,1.0,0,
public/emoji/1f9d4.svg,1f9d4.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d4.svg,1.0,0,
public/emoji/1f469-1f3ff-200d-1f393.svg,1f469-1f3ff-200d-1f393.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3ff-200d-1f393.svg,1.0,0,
public/emoji/1f92e.svg,1f92e.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f92e.svg,1.0,0,
public/emoji/1f9da-1f3fb.svg,1f9da-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9da-1f3fb.svg,1.0,0,
public/emoji/1f44f-1f3fc.svg,1f44f-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f44f-1f3fc.svg,1.0,0,
public/emoji/1f93a.svg,1f93a.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93a.svg,1.0,0,
public/emoji/1f9e0.svg,1f9e0.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9e0.svg,1.0,0,
public/emoji/1f483-1f3fb.svg,1f483-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f483-1f3fb.svg,1.0,0,
public/emoji/1f9db.svg,1f9db.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9db.svg,1.0,0,
public/emoji/1f939-1f3fe.svg,1f939-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f939-1f3fe.svg,1.0,0,
public/emoji/1f93e-1f3fd.svg,1f93e-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93e-1f3fd.svg,1.0,0,
public/emoji/1f3ca-1f3fc-200d-2640-fe0f.svg,1f3ca-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3ca-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f50c_border.svg,1f50c_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f50c_border.svg,9.0,0,
public/emoji/1f923.svg,1f923.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f923.svg,1.0,0,
public/emoji/1f9b5-1f3fd.svg,1f9b5-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9b5-1f3fd.svg,1.0,0,
